"","type","store_name","store_address","borough","zipcode","days","weeks_in_month","hours","address","latitude","longitude"
"291","FP","PRESBYTERIAN CHURCH OF THE CROSSROADS","133 ELTON STREET","Brooklyn",11208,"WED","2,4","10AM-12PM","11208 United States",40.6763292277215,-73.8745733944135
"292","FP","SECOND ST. PAUL CHURCH OF CHRIST, DISCIPLE OF CHRIST, INC","1048 SUTTER AVE","Brooklyn",11208,"SAT","2,4","8-10AM","11208 United States",40.6763292277215,-73.8745733944135
"293","FP","YMCA COMMUNITY MARKET-NORTH BROOKLYN YMCA","570 JAMAICA AVENUE","Brooklyn",11208,"TUE","1,3","12-5PM","11208 United States",40.6763292277215,-73.8745733944135
"294","FP","BRCDC FOOD PROGRAM","9818 FORT HAMILITON PARKWAY","Brooklyn",11209,"SAT",NA,"11AM-2PM","11209 United States",40.625982367394,-74.0291510133105
"295","FP","OUR LADY OF ANGELS HUMAN SERVICES","336 73RD STREET","Brooklyn",11209,"WED",NA,"9:30AM-12PM&1:30-3PM","11209 United States",40.625982367394,-74.0291510133105
"296","FP","ADMIRABLE CHURCH INC","1910 FLATBUSH AVENUE","Brooklyn",11210,"SAT","4","10AM-12PM","11210 United States",40.6274324994754,-73.9456844214353
"297","FP","COMMUNITY CARE FOOD PANTRY","1387 EAST 37TH STREET","Brooklyn",11210,"SAT",NA,"11AM-2:30PM","11210 United States",40.6274324994754,-73.9456844214353
"298","FP","EVANGELICAL CRUSADE FOOD PANTRY","557 EAST 31ST STREET","Brooklyn",11210,"WED","2,4","2-4PM","11210 United States",40.6274324994754,-73.9456844214353
"299","FP","LIFEBRIDGE NY","1895 FLATBUSH AVENUE","Brooklyn",11210,"WED",NA,"5-7PM","11210 United States",40.6274324994754,-73.9456844214353
"300","FP","OUR LADY OF REFUGE R.C. CHURCH","2020 FOSTER AVE.","Brooklyn",11210,"WED",NA,"10AM - 1PM","11210 United States",40.6274324994754,-73.9456844214353
"301","FP","TREASURES IN EARTHEN JARS FOOD PANTRY","4124 AVENUE H","Brooklyn",11210,"SAT",NA,"1-3PM","11210 United States",40.6274324994754,-73.9456844214353
"302","FP","SOUTHSIDE UNITED H.D.F.C., INC - LOS SURES","145 SOUTH 3RD STREET","Brooklyn",11211,"TUE",NA,"9AM-12PM","11211 United States",40.7252402799972,-73.9465158297208
"303","FP","TRANSFIGURATION CHURCH","263 & 280 MARCY AVENUE","Brooklyn",11211,"TUE, WED",NA,"9AM-12PM","11211 United States",40.7252402799972,-73.9465158297208
"304","FP","BETHANY GOSPEL CHAPEL INC","521 THOMAS S. BOYLAND STREET","Brooklyn",11212,"SAT","2,4","6:30-7:30AM","11212 United States",40.6620272136691,-73.9147488658849
"305","FP","BROWNSVILLE TEMPLE SEVENTH DAY ADVENTIST CHURCH","1089 CLARKSON AVE","Brooklyn",11212,"SUN","1,3","11AM-1PM","11212 United States",40.6620272136691,-73.9147488658849
"306","FP","CHURCH OF GOD INC.","1011 WINTHROP STREET","Brooklyn",11212,"SAT",NA,"12-1PM","11212 United States",40.6620272136691,-73.9147488658849
"307","FP","EBENEZER SEVENTH DAY ADVENTIST CHURCH","1234 EAST NEW YORK AVENUE","Brooklyn",11212,"WED",NA,"10:30AM-12PM","11212 United States",40.6620272136691,-73.9147488658849
"308","FP","HOPE CENTER DEVELOPMENT CORPORATION","414 EAST 95TH STREET","Brooklyn",11212,"SAT","1,2,3,4","11AM-1:30PM","11212 United States",40.6620272136691,-73.9147488658849
"309","SK","HOPE CENTER DEVELOPMENT CORPORATION","409 EAST 95TH STREET","Brooklyn",11212,"SAT","1,2,3,4","11AM-1:30PM","11212 United States",40.6620272136691,-73.9147488658849
"310","FP","LITTLE JERUSALEM HOUSE OF PRAYER","447 HERZL STREET","Brooklyn",11212,"SAT","2,4","1-2PM","11212 United States",40.6620272136691,-73.9147488658849
"311","FP","MT. HEBRON CHURCH OF CHRIST","167 CHESTER STREET","Brooklyn",11212,"SAT",NA,"9-10:30AM","11212 United States",40.6620272136691,-73.9147488658849
"312","FP","NEW LIFE SEVENTH DAY ADVENTIST CHURCH","885-87 THOMAS BOYLAND STREET","Brooklyn",11212,"MON,TUE,SUN",NA,"5-7PM/6-8PM/8-10AM","11212 United States",40.6620272136691,-73.9147488658849
"313","FP","OUR LADY OF MERCY CHURCH","680 MOTHER GASTON BLVD.","Brooklyn",11212,"MON,FRI",NA,"9-11AM","11212 United States",40.6620272136691,-73.9147488658849
"314","FP","PEOPLES BAPTIST CHURCH","105 RIVERDALE AVENUE","Brooklyn",11212,"SAT","2,4","12-2PM","11212 United States",40.6620272136691,-73.9147488658849
"315","FP","URBAN STRATEGIES INC","61-71 RIVERDALE AVENUE","Brooklyn",11212,"TUE",NA,"8-10AM","11212 United States",40.6620272136691,-73.9147488658849
"316","FP","WORLD FOR CHRIST FOOD SERVICES","1091 CLARKSON AVENUE","Brooklyn",11212,"SAT(2,4)",NA,"10AM-12PM","11212 United States",40.6620272136691,-73.9147488658849
"317","SK","BETHANY UNITED METHODIST CHURCH","1208 ST. JOHN'S PLACE","Brooklyn",11213,"TUE, THUR","1","12:30-2:30PM/ 5-7PM","11213 United States",40.6708797665882,-73.937520666262
"318","FP","BETTER COMMUNITY FOOD PANTRY","218 BUFFALO AVENUE","Brooklyn",11213,"SAT",NA,"9AM-1PM","11213 United States",40.6708797665882,-73.937520666262
"319","FP","CROWN HEIGHTS JEWISH COMMUNITY COUNCIL","899 MONTGOMERY STREET","Brooklyn",11213,"WED",NA,"1:30-3PM","11213 United States",40.6708797665882,-73.937520666262
"320","FP","NAT'L COMM. FOR FUTH. OF JEWISH ED.(UC)","824 EASTERN PARKWAY","Brooklyn",11213,"FRI",NA,"12-1PM","11213 United States",40.6708797665882,-73.937520666262
"321","FP","THE CHURCH OF ST. MARK","1417 UNION STREET","Brooklyn",11213,"FRI","1,2,3,4","11:30AM-1:30PM","11213 United States",40.6708797665882,-73.937520666262
"322","FP","BENSONHURST COUNCIL OF JEWISH ORGANIZATIONS","8635 21ST AVE","Brooklyn",11214,"TUE",NA,"10AM-4PM","11214 United States",40.6020953480611,-73.9966157590067
"323","FP","HEALTH ESSENTIAL ASSOCIATION CPMM","2336 86TH STREET","Brooklyn",11214,"THUR","1,3","10AM-12PM","11214 United States",40.6020953480611,-73.9966157590067
"324","FP","WE CREATE COMMUNITY FOOD PANTRY","8501 NEW UTRECHT AVENUE","Brooklyn",11214,"THUR",NA,"10:30-11:30AM","11214 United States",40.6020953480611,-73.9966157590067
"325","FP","AL-MADINAH SCHOOL INC","383 3RD AVENUE","Brooklyn",11215,"FRI","3","12:30-2:30PM","11215 United States",40.6673005177791,-73.9838983343625
"326","FP","CAMP FRIENDSHIP FOOD PANTRY IN PARK SLOPE","339 8TH STREET","Brooklyn",11215,"SAT",NA,"9AM-12PM","11215 United States",40.6673005177791,-73.9838983343625
"327","FP","BEDFORD CENTRAL PRESBYTERIAN CHURCH","1200 DEAN STREET","Brooklyn",11216,"THUR","2,4","10:30AM-2:30PM","11216 United States",40.6806005155475,-73.9493876784888
"328","FP","BEULAH CHURCH OF GOD IN CHRIST JESUS","956 MARCY AVENUE","Brooklyn",11216,"TUE,THUR",NA,"10:30AM-1PM","11216 United States",40.6806005155475,-73.9493876784888
"329","FP","FAMILY LIFE DEVELOPMENT CENTER","1476 BEDFORD AVENUE","Brooklyn",11216,"MON",NA,"4-6PM","11216 United States",40.6806005155475,-73.9493876784888
"330","FP","HEBRON SEVENTH DAY ADVENTIST CHURCH","1256 DEAN STREET","Brooklyn",11216,"WED","1,3","9-10:30AM","11216 United States",40.6806005155475,-73.9493876784888
"331","SK","HEBRON SEVENTH DAY ADVENTIST CHURCH","1256 DEAN STREET","Brooklyn",11216,"SUN",NA,"12:30-2PM","11216 United States",40.6806005155475,-73.9493876784888
"332","FP","MUNA SOCIAL SERVICE DOWNTOWN BROOKLYN","50 NEW YORK AVENUE","Brooklyn",11216,"MON","1,3","4-5PM","11216 United States",40.6806005155475,-73.9493876784888
"333","SK","NEWMAN MEMORIAL UNITED CHURCH COMMUNITY DEVELOPMENT CORP.","257 MACON STREET","Brooklyn",11216,"SAT",NA,"10AM-2PM","11216 United States",40.6806005155475,-73.9493876784888
"334","FP","NEWMAN MEMORIAL UNITED METHODIST CHURCH COMMUNITY DEVELOPM","257 MACON STREET","Brooklyn",11216,"SAT",NA,"10AM-2PM","11216 United States",40.6806005155475,-73.9493876784888
"335","FP","SILOAM PRESBYTERIAN CHURCH FOOD PANTRY","260 JEFFERSON AVENUE","Brooklyn",11216,"WED",NA,"10AM-12PM","11216 United States",40.6806005155475,-73.9493876784888
"336","SK","ST. GEORGE'S EPISCOPAL CHURCH","800 MARCY AVENUE","Brooklyn",11216,"TUES,WED,THUR",NA,"12:30-2PM","11216 United States",40.6806005155475,-73.9493876784888
"337","FP","ST. GEORGE'S EPISCOPAL CHURCH FOOD PANTRY","800 MARCY AVENUE","Brooklyn",11216,"FRI",NA,"10AM-3PM","11216 United States",40.6806005155475,-73.9493876784888
"338","FP","THE SALVATION ARMY BEDFORD TEMPLE CORPS","601 LAFAYETTE AVENUE","Brooklyn",11216,"WED",NA,"10AM-12PM","11216 United States",40.6806005155475,-73.9493876784888
"339","FP","THE TEMPLE OF RESTORATION TTOR FOOD PANTRY","18 HERKIMER PLACE","Brooklyn",11216,"THUR,THUR,SAT",NA,"10AM-4PM/10AM-1PM","11216 United States",40.6806005155475,-73.9493876784888
"340","FP","COMMUNITY HELP IN PARK SLOPE","200 FOURTH AVENUE","Brooklyn",11217,"THUR,SAT",NA,"11:30AM-1PM","11217 United States",40.6822949451627,-73.9790610349599
"341","SK","COMMUNITY HELP IN PARK SLOPE INC","200 FOURTH AVENUE","Brooklyn",11217,"MON,TUES,WED,THUR,FRI,SAT",NA,"9-10:30AM & 11:30AM-1PM","11217 United States",40.6822949451627,-73.9790610349599
"342","FP","HANSON PLACE SEVENTH DAY ADVENTIST CHURCH","88 HANSON PLACE","Brooklyn",11217,"THUR",NA,"1:30-5PM","11217 United States",40.6822949451627,-73.9790610349599
"343","FP","IMMANUEL FIRST SPANISH UNITED METHODIST CHURCH","424 DEAN STREET","Brooklyn",11217,"TUE",NA,"1-2:45PM","11217 United States",40.6822949451627,-73.9790610349599
"344","FP","NEXT STEP COMMUNITY CHURCH","360 SCHERMERHORN STREET","Brooklyn",11217,"SAT","2,3,4","9-10:30AM","11217 United States",40.6822949451627,-73.9790610349599
"345","SK","NEXT STEP COMMUNITY CHURCH","360 SCHERMERHORN STREET","Brooklyn",11217,"MON,TUE,WED",NA,"9-10AM","11217 United States",40.6822949451627,-73.9790610349599
"346","FP","SOUTH BKLYN SEVENTH DAY ADVENTIST CHURCH COMMUNITY SERVICE P","42 PROSPECT PLACE","Brooklyn",11217,"SUN","1,3","11AM-2PM","11217 United States",40.6822949451627,-73.9790610349599
"347","FP","CHRIST APOSTOLIC CHURCH GOKE FOOD PANTRY","622 CORTELYOU ROAD","Brooklyn",11218,"TUE,SAT","2,4","2-4PM/9AM-1PM","11218 United States",40.6436404146456,-73.9772651779445
"348","FP","MUNA SOCIAL SERVICE BROOKLYN ISLAMIC CENTER","722 CHURCH AVENUE","Brooklyn",11218,"MON","2,4","3-4PM","11218 United States",40.6436404146456,-73.9772651779445
"349","FP","PASWO (PAKISTANI AMERICAN SKILLED WOMEN ORGANIZATION, INC)","930 DITMAS AVENUE","Brooklyn",11218,"WED",NA,"1-3PM","11218 United States",40.6436404146456,-73.9772651779445
"350","FP","TOMCHE SHABBOS OF BORO PARK","6225 NEW UTRECHT AVE","Brooklyn",11219,"WED",NA,"3-5PM","11219 United States",40.632643938142,-73.9966112619833
"351","FP","ZICHRON ACHEINU LEVY-MENACHEM TZION","4518 11TH AVENUE","Brooklyn",11219,"WED",NA,"10-11AM","11219 United States",40.632643938142,-73.9966112619833
"352","FP","ACADEMY OF MEDICAL & PUBLIC HEALTH SERVICES (AMPHS)","5306 3RD AVENUE - 2ND FL","Brooklyn",11220,"SAT","1,3","2-4PM","11220 United States",40.6411290701333,-74.0131156358604
"353","FP","MUSLIMS GIVE BACK","273 54TH STREET","Brooklyn",11220,"SAT",NA,"10AM-12PM","11220 United States",40.6411290701333,-74.0131156358604
"354","FP","THE SALVATION ARMY SUNSET PARK CORPS","520 50TH STREET","Brooklyn",11220,"TUE,WED,THUR",NA,"10AM-12PM","11220 United States",40.6411290701333,-74.0131156358604
"355","SK","THE SALVATION ARMY SUNSET PARK CORPS","520 50TH STREET","Brooklyn",11220,"TUES,WED,THUR",NA,"12:30-1:30PM","11220 United States",40.6411290701333,-74.0131156358604
"356","FP","THE TABLE AT THE FAMILY SUPPORT CENTER AT NYU LANGONE","550 59TH STREET","Brooklyn",11220,"FRI",NA,"9AM-12PM","11220 United States",40.6411290701333,-74.0131156358604
"357","FP","COLLECTIVE FOCUS FOOD JUSTICE PANTRY PROGRAM","1046 BROADWAY","Brooklyn",11221,"TUE",NA,"1-3PM","11221 United States",40.6909121678446,-73.9283864947043
"358","FP","FAITH CENTER FOR HUMAN SERVICES, INC","1014-18 GATES AVENUE","Brooklyn",11221,"SAT",NA,"9:30AM-12PM","11221 United States",40.6909121678446,-73.9283864947043
"359","SK","FAITH CENTER FOR HUMAN SERVICES, INC","1014-18 GATES AVENUE","Brooklyn",11221,"SAT",NA,"9:30AM-12PM","11221 United States",40.6909121678446,-73.9283864947043
"360","FP","METRO MINISTRIES INTERNATIONAL","871 BUSHWICH AVENUE","Brooklyn",11221,"SAT","1,3","10:30AM-12PM","11221 United States",40.6909121678446,-73.9283864947043
"361","FP","NORTHEAST BROOKLYN HOUSING DEVELOPMENT CORPORATION","376 THROOP AVENUE","Brooklyn",11221,"TUE,THUR,SAT","3","9AM-12PM/10AM-12PM","11221 United States",40.6909121678446,-73.9283864947043
"362","FP","OPEN DOOR FAMILY LIFE CENTER INC","999 GREEN AVENUE","Brooklyn",11221,"SAT",NA,"8:30-10:30AM","11221 United States",40.6909121678446,-73.9283864947043
"363","FP","ST. JOHN'S BREAD & LIFE FOOD PANTRY","795 LEXINGTON AVE","Brooklyn",11221,"MON,TUES,WED,THUR",NA,"8AM-1PM","11221 United States",40.6909121678446,-73.9283864947043
"364","SK","ST. JOHN'S BREAD & LIFE PROGRAM","795 LEXINGTON AVE","Brooklyn",11221,"MON,TUES,WED,THUR",NA,"10AM-12PM","11221 United States",40.6909121678446,-73.9283864947043
"365","FP","THE SALVATION ARMY BUSHWICK CORPS","1151 BUSHWICK AVENUE","Brooklyn",11221,"MON,TUE,THUR",NA,"10AM-12:30PM","11221 United States",40.6909121678446,-73.9283864947043
"366","SK","THE SALVATION ARMY BUSHWICK CORPS","1151 BUSHWICK AVENUE","Brooklyn",11221,"MON,TUE,THUR,FRI",NA,"12:30-2PM","11221 United States",40.6909121678446,-73.9283864947043
"367","FP","THURSTON MEMORIAL OUTREACH MINISTRIES","1243 BUSHWICK AVE","Brooklyn",11221,"FRI",NA,"2-4:30PM","11221 United States",40.6909121678446,-73.9283864947043
"368","FP","GREENPOINT REFORMED CHURCH FOOD PANTRY","136 MILTON STREET","Brooklyn",11222,"THUR",NA,"4-7PM","11222 United States",40.7270681784466,-73.9488686006688
"369","FP","OUR LADY OF GRACE PARISH MINISTRY","2322 EAST 4TH STREET","Brooklyn",11223,"MON,WED,THUR",NA,"9-11:30AM","11223 United States",40.599021881647,-73.9731762713127
"370","SK","OUR LADY OF GRACE PARISH MINISTRY","3162 BRIGHTON 4TH STREET","Brooklyn",11223,"WED",NA,"12-12:30PM","11223 United States",40.599021881647,-73.9731762713127
"371","FP","SALT & SEA MISSION CHURCH INC.","2417-2419 STILLWELL AVE","Brooklyn",11223,"TUE,THUR,SUN",NA,"10:30AM-12:45PM","11223 United States",40.599021881647,-73.9731762713127
"372","FP","SEPHARDIC BIKUR HOLIM FOOD PANTRY","425 KINGS HIGHWAY","Brooklyn",11223,"MON,TUE,WED,THUR,FRI,TUE,THUR",NA,"9A-12:30P/9-11A/2-3:30P","11223 United States",40.599021881647,-73.9731762713127
"373","FP","ACTS COMMUNITY DEVELOPMENT CORPORATION","2114 MERMAID AVE","Brooklyn",11224,"TUE,THUR",NA,"6-7:15M/11AM-2:15PM","11224 United States",40.5800314096042,-73.9986667788417
"374","SK","ACTS COMMUNITY DEVELOPMENT CORPORATION","2114 MERMAID AVE","Brooklyn",11224,"WED,FRI",NA,"6-7:15PM","11224 United States",40.5800314096042,-73.9986667788417
"375","FP","CATHOLIC CHARITIES","2866 WEST 17TH STREET","Brooklyn",11224,"MON",NA,"9:30AM-1:30PM","11224 United States",40.5800314096042,-73.9986667788417
"376","FP","KINGDOM GLOBAL MISSIONS","2945 WEST 33RD STREET","Brooklyn",11224,"SAT","1,3","12-3PM","11224 United States",40.5800314096042,-73.9986667788417
"377","FP","CHANCE FOR CHILDREN","11 McKEEVER PLACE - 1ST FLOOR (BASEMENT LEVEL)","Brooklyn",11225,"FRI",NA,"10AM-12:30PM","11225 United States",40.662401938529,-73.9530476714575
"378","FP","GETHSEMANE SEVENTH DAY ADVENTIST CHURCH","357 EMPIRE BLVD","Brooklyn",11225,"SUN,WED",NA,"12-1PM/5-6PM","11225 United States",40.662401938529,-73.9530476714575
"379","FP","HOREB SEVENTH DAY ADVENTIST COMMUNITY SERVICES","520 KINGSTON AVE","Brooklyn",11225,"TUE",NA,"10-11AM","11225 United States",40.662401938529,-73.9530476714575
"380","FP","LADIES IN WAITING","276 FENIMORE STREET","Brooklyn",11225,"TUE",NA,"10AM-1PM","11225 United States",40.662401938529,-73.9530476714575
"381","FP","SANCTIFIED CHURCH OF GOD, INC/COMMUNITY FEEDING PROGRAM","404 LEFFERTS AVE","Brooklyn",11225,"SAT",NA,"12-1PM","11225 United States",40.662401938529,-73.9530476714575
"382","FP","BETHANIE FRENCH SEVENTH DAY ADVENTIST CHURCH","2059 BEDFORD AVENUE","Brooklyn",11226,"THUR","1,3","10AM-12PM","11226 United States",40.6460469047744,-73.9551597887979
"383","FP","CALVARY PENTECOSTAL CHURCH","151 WOODRUFF AVENUE","Brooklyn",11226,"THUR",NA,"10AM-12PM","11226 United States",40.6460469047744,-73.9551597887979
"384","FP","CHURCH OF GOD OF SALVATION","1615 NOSTRAND AVE","Brooklyn",11226,"WED,THUR",NA,"2-4PM/10AM-4PM","11226 United States",40.6460469047744,-73.9551597887979
"385","FP","EMMAUS SEVENTH DAY ADVENTIST CHURCH","1144 FLATBUSH AVENUE","Brooklyn",11226,"TUE",NA,"12:30-2PM","11226 United States",40.6460469047744,-73.9551597887979
"386","FP","FERNANDE VALME' MINISTRIES INC","1120 FLATBUSH AVE","Brooklyn",11226,"THUR",NA,"10-11AM","11226 United States",40.6460469047744,-73.9551597887979
"387","FP","FLATBUSH SEVENTH DAY ADVENTIST CHURCH","261 EAST 21ST STREET","Brooklyn",11226,"MON",NA,"11AM-1PM","11226 United States",40.6460469047744,-73.9551597887979
"388","FP","GOSHEN TEMPLE OF SEVENTH DAY ADVENTIST CHURCH","2414 CHURCH AVENUE","Brooklyn",11226,"WED",NA,"1-3PM","11226 United States",40.6460469047744,-73.9551597887979
"389","FP","HOLY CROSS FOOD PANTRY - BROOKLYN","2530 CHURCH AVENUE","Brooklyn",11226,"TUE,THUR",NA,"2-3:30PM","11226 United States",40.6460469047744,-73.9551597887979
"390","FP","PENIEL HAITIAN CHURCH OF C AND MA","2741 ALBEMARLE ROAD","Brooklyn",11226,"SAT,SAT","2","10AM-12PM/1-3PM","11226 United States",40.6460469047744,-73.9551597887979
"391","FP","ST. MARK'S UNITED METHODIST CHURCH","2017 BEVERLEY ROAD","Brooklyn",11226,"FRI",NA,"12-3PM","11226 United States",40.6460469047744,-73.9551597887979
"392","FP","HEALTH ESSENTIAL ASSOCIATION INC","2101 EAST 16TH STREET - 2ND FLOOR","Brooklyn",11229,"FRI","4","10AM-12PM","11229 United States",40.6002530867573,-73.9444487627029
"393","FP","KINGS BAY Y FOOD PANTRY","3495 NOSTRAND AVENUE","Brooklyn",11229,"FRI","2","9:30-11AM","11229 United States",40.6002530867573,-73.9444487627029
"394","FP","BROOKLYN MEAL SHARE","1323 FOSTER AVENUE","Brooklyn",11230,"SAT",NA,"5-7PM","11230 United States",40.6215028267298,-73.9656235413423
"395","FP","COPO FOOD PANTRY","1077 CONEY ISLAND AVENUE","Brooklyn",11230,"FRI",NA,"10:30AM-4:30PM","11230 United States",40.6215028267298,-73.9656235413423
"396","FP","ICNA RELIEF QUBA PANTRY","634 RUGBY ROAD","Brooklyn",11230,"TUE",NA,"1-3PM","11230 United States",40.6215028267298,-73.9656235413423
"397","FP","MASBIA OF FLATBUSH","1372 CONEY ISLAND AVE","Brooklyn",11230,"MON,TUES,WED,THUR",NA,"11AM-7PM","11230 United States",40.6215028267298,-73.9656235413423
"398","SK","MASBIA OF FLATBUSH","1372 CONEY ISLAND AVE","Brooklyn",11230,"MON,TUES,WED,THUR",NA,"3-7PM","11230 United States",40.6215028267298,-73.9656235413423
"399","FP","PAYO FOOD PANTRY","1045 CONEY ISLAND AVENUE","Brooklyn",11230,"THUR",NA,"3-5PM","11230 United States",40.6215028267298,-73.9656235413423
"400","FP","FOOD FIRST, INC","165 CONOVER STREET","Brooklyn",11231,"WED,FRI",NA,"11AM-1PM/10AM-12PM","11231 United States",40.680213024901,-74.0004249399964
"401","FP","MOVEMENT OF PENTECOSTAL CHRISTIAN CHURCH","90-92 SUMMIT STREET","Brooklyn",11231,"SUN",NA,"12:30-2PM","11231 United States",40.680213024901,-74.0004249399964
"402","FP","RED HOOK COMMUNITY - REDEMPTION CHURCH","27 HUNTINGTON STREET","Brooklyn",11231,"THUR",NA,"10AM-12PM","11231 United States",40.680213024901,-74.0004249399964
"403","FP","CENTER FOR FAMILY LIFE","443 39TH STREET","Brooklyn",11232,"TUE, WED, THUR",NA,"1-4PM","11232 United States",40.6541781076563,-74.0022175010228
"404","FP","BLESSED ASSURANCE CHURCH OF GOD BLESSED ASSURANCE CHARITY IN","2093 FULTON STREET","Brooklyn",11233,"SAT",NA,"9-11AM","11233 United States",40.6789416021299,-73.920356490846
"405","FP","BROOKLYN RESCUE MISSION URBAN HARVEST CENTER INC","426 DECATUR STREET","Brooklyn",11233,"TUE,WED",NA,"10-11:30AM","11233 United States",40.6789416021299,-73.920356490846
"406","FP","CHURCH OF PRAISE AND WORSHIP GOD IN CHRIST","526 RALPH AVENUE","Brooklyn",11233,"SAT",NA,"10AM-1PM","11233 United States",40.6789416021299,-73.920356490846
"407","FP","COMMUNITY SERVICES HOUSING DEVELOPMENT CORP.","547 HOWARD AVE","Brooklyn",11233,"THUR",NA,"10AM-12PM","11233 United States",40.6789416021299,-73.920356490846
"408","FP","GLOVER MEMORIAL BREAD OF LIFE FOOD PANTRY","2134 DEAN STREET","Brooklyn",11233,"WED",NA,"12-2PM","11233 United States",40.6789416021299,-73.920356490846
"409","FP","GOD'S DELIVERANCE TEMPLE, INC","438 RALPH AVENUE","Brooklyn",11233,"TUE",NA,"11AM-12PM","11233 United States",40.6789416021299,-73.920356490846
"410","SK","NEIGHBORS TOGETHER","2094 FULTON STREET","Brooklyn",11233,"MON,TUES,WED,THUR,FRI,MON,TUES,WED,THUR",NA,"12-2PM/4-6PM","11233 United States",40.6789416021299,-73.920356490846
"411","SK","OPIN (OTHER PEOPLE IN NEED)","1768 ST. JOHNS PLACE","Brooklyn",11233,"FRI",NA,"2-4PM","11233 United States",40.6789416021299,-73.920356490846
"412","FP","ST. PAUL PENTECOSTAL CHURCH","133 THOMAS S BOYLAND STREET","Brooklyn",11233,"SAT",NA,"11AM - 1PM","11233 United States",40.6789416021299,-73.920356490846
"413","FP","ST. PHILIP'S EPISCOPAL/ST. BENEDICT'S PANTRY","265 DECATUR STREET","Brooklyn",11233,"WED",NA,"11AM-1PM","11233 United States",40.6789416021299,-73.920356490846
"414","FP","TRUE HOLY CHURCH OF GOD IN CHRIST JESUS","2364 ATLANTIC AVENUE","Brooklyn",11233,"SAT",NA,"10AM-12PM","11233 United States",40.6789416021299,-73.920356490846
"415","FP","BNAI RAPHAEL CHESED ORGANIZATION INC","3846 FLATLANDS AVENUE","Brooklyn",11234,"MON,TUE,WED,THU,FRI,SUN",NA,"10A-3:3P/10A-5P/APPT ONLY","11234 United States",40.6188861802389,-73.9237269678626
"416","FP","FLATBUSH COMMUNITY FUND","1968 FLATBUSH AVENUE","Brooklyn",11234,"THUR",NA,"12-2PM","11234 United States",40.6188861802389,-73.9237269678626
"417","FP","GRANT HOUSE UNITY CORPORATION","2046 FLATBUSH AVENUE","Brooklyn",11234,"WED,THU",NA,"11AM-4PM","11234 United States",40.6188861802389,-73.9237269678626
"418","FP","MAMRE ENRICHMENT PROGRAM","1623 UTICA AVENUE","Brooklyn",11234,"SUN","1","10AM-12PM","11234 United States",40.6188861802389,-73.9237269678626
"419","FP","METROPOLITAN COUNCIL ON JEWISH POVERTY","5361 PRESTON COURT","Brooklyn",11234,"TUE,THUR",NA,"3-5PM","11234 United States",40.6188861802389,-73.9237269678626
"420","FP","APNA FOOD PANTRY BRIGHTON BEACH","225 NEPTUNE AVENUE","Brooklyn",11235,"WED",NA,"2-3PM","11235 United States",40.5862763317387,-73.9517613629017
"421","FP","CHABAD - OCEANVIEW JEWISH CENTER","3100 BRIGHTON 4TH STREET","Brooklyn",11235,"MON","1","10-11AM","11235 United States",40.5862763317387,-73.9517613629017
"422","FP","ICNA RELIEF USA FOOD PANTRY","273 NEPTUNE AVENUE","Brooklyn",11235,"MON",NA,"12-1PM","11235 United States",40.5862763317387,-73.9517613629017
"423","FP","BAY VIEW HOUSES RESIDENT ASSOCIATION","2085 ROCKAWAY PARKWAY","Brooklyn",11236,"THUR","1,2,3","9:30AM-1:30PM","11236 United States",40.6400554159226,-73.9030130918553
"424","FP","CHILDREN OF THE LIGHT INTERNATIONAL MINISTRIES INC","1171 EAST 95TH STREET","Brooklyn",11236,"MON,WED,FRI,SAT",NA,"10AM-3PM","11236 United States",40.6400554159226,-73.9030130918553
"425","FP","CHURCH OF GOD (BK)","627-29 REMSEN AVE","Brooklyn",11236,"SAT",NA,"12-2:30PM","11236 United States",40.6400554159226,-73.9030130918553
"426","FP","HEBREW EDUCATIONAL SOCIETY","9502 SEAVIEW AVENUE","Brooklyn",11236,"MON,WED,THUR,TUE,SUN",NA,"9A-2P/1-6PM/12-2PM","11236 United States",40.6400554159226,-73.9030130918553
"427","FP","INTERNATIONAL PENTECOSTAL CITY MISSION","9202-14 CHURCH AVE","Brooklyn",11236,"SAT",NA,"11AM-1PM","11236 United States",40.6400554159226,-73.9030130918553
"428","FP","OUR LADY OF MIRACLES-CANARSIE CLUSTER CENTER","757 EAST 86TH STREET","Brooklyn",11236,"SAT",NA,"10-11:30AM","11236 United States",40.6400554159226,-73.9030130918553
"429","FP","REDEEMED CHRISTIAN CHURCH OF GOD INTERNATIONAL CHAPEL","781 EAST 93RD STREET","Brooklyn",11236,"SAT",NA,"12-2PM","11236 United States",40.6400554159226,-73.9030130918553
"430","FP","CCC NEW YORK PARISH FOOD PANTRY OUTREACH PROGRAM","1380 JEFFERSON AVENUE","Brooklyn",11237,"SAT",NA,"10AM-2PM","11237 United States",40.7013063981283,-73.9182630303168
"431","FP","MAKE THE ROAD NEW YORK","301 GROVE STREET","Brooklyn",11237,"FRI",NA,"8-11AM","11237 United States",40.7013063981283,-73.9182630303168
"432","SK","BETHEL SEVENTH DAY ADVENTIST CHURCH","457 GRAND AVENUE","Brooklyn",11238,"SUN",NA,"1-2PM","11238 United States",40.6810591264528,-73.9635811846801
